[2025-12-30 13:16:37,951: INFO: main: Welcome to CNN Classifier Logger]
[2026-01-06 12:31:15,793: INFO: common: created directory at: artifacts]
[2026-01-06 12:31:15,793: INFO: common: created directory at: artifacts/data_ingestion]
[2026-01-06 12:31:15,793: INFO: data_ingestion: Downloading data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2026-01-06 12:31:26,375: INFO: data_ingestion: Downloaded data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2026-01-06 12:31:27,545: INFO: main: >>>>>> stage Data Ingestion stage completed <<<<<<

x==========x]
[2026-01-06 13:14:46,949: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-06 13:14:46,985: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-06 13:14:46,990: INFO: common: created directory at: artifacts]
[2026-01-06 13:14:46,995: INFO: common: created directory at: artifacts/prepare_base_model]
[2026-01-06 13:15:35,898: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-06 13:15:35,903: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-06 13:15:35,905: INFO: common: created directory at: artifacts]
[2026-01-06 13:15:35,907: INFO: common: created directory at: artifacts/prepare_base_model]
[2026-01-06 13:29:53,899: INFO: main: >>>>>> stage Data Ingestion stage started <<<<<<]
[2026-01-06 13:29:53,903: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-06 13:29:53,903: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-06 13:29:53,903: INFO: common: created directory at: artifacts]
[2026-01-06 13:29:53,908: INFO: common: created directory at: artifacts/data_ingestion]
[2026-01-06 13:29:53,910: INFO: data_ingestion: Downloading data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2026-01-06 13:30:02,569: INFO: data_ingestion: Downloaded data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2026-01-06 13:30:03,831: INFO: main: >>>>>> stage Data Ingestion stage completed <<<<<<

x==========x]
[2026-01-06 13:30:03,831: INFO: main: *******************]
[2026-01-06 13:30:03,831: INFO: main: >>>>>> stage Prepare base model started <<<<<<]
[2026-01-06 13:30:03,840: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-06 13:30:03,844: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-06 13:30:03,849: INFO: common: created directory at: artifacts]
[2026-01-06 13:30:03,849: INFO: common: created directory at: artifacts/prepare_base_model]
[2026-01-06 13:30:05,704: INFO: main: >>>>>> stage Prepare base model completed <<<<<<

x==========x]
[2026-01-06 13:30:56,841: INFO: main: >>>>>> stage Data Ingestion stage started <<<<<<]
[2026-01-06 13:30:56,845: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-06 13:30:56,848: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-06 13:30:56,850: INFO: common: created directory at: artifacts]
[2026-01-06 13:30:56,850: INFO: common: created directory at: artifacts/data_ingestion]
[2026-01-06 13:30:56,850: INFO: data_ingestion: Downloading data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2026-01-06 13:31:06,299: INFO: data_ingestion: Downloaded data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2026-01-06 13:31:07,470: INFO: main: >>>>>> stage Data Ingestion stage completed <<<<<<

x==========x]
[2026-01-06 13:31:07,472: INFO: main: *******************]
[2026-01-06 13:31:07,472: INFO: main: >>>>>> stage Prepare base model started <<<<<<]
[2026-01-06 13:31:07,477: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-06 13:31:07,482: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-06 13:31:07,483: INFO: common: created directory at: artifacts]
[2026-01-06 13:31:07,485: INFO: common: created directory at: artifacts/prepare_base_model]
[2026-01-06 13:31:09,176: INFO: main: >>>>>> stage Prepare base model completed <<<<<<

x==========x]
[2026-01-07 13:09:11,596: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-07 13:09:11,612: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-07 13:09:11,618: INFO: common: created directory at: artifacts]
[2026-01-07 13:12:35,673: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-07 13:12:35,677: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-07 13:12:35,679: INFO: common: created directory at: artifacts]
[2026-01-07 13:16:38,965: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-07 13:16:38,970: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-07 13:16:38,972: INFO: common: created directory at: artifacts]
[2026-01-07 13:19:55,117: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-07 13:19:55,121: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-07 13:19:55,123: INFO: common: created directory at: artifacts]
[2026-01-08 10:35:20,204: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-08 10:35:20,217: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-08 10:35:20,224: INFO: common: created directory at: artifacts]
[2026-01-08 10:41:27,958: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-08 10:41:27,966: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-08 10:41:27,968: INFO: common: created directory at: artifacts]
[2026-01-08 10:43:00,957: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-08 10:43:00,961: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-08 10:43:00,963: INFO: common: created directory at: artifacts]
[2026-01-08 10:45:21,785: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-08 10:45:21,788: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-08 10:45:21,790: INFO: common: created directory at: artifacts]
[2026-01-08 10:50:51,666: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-08 10:50:51,669: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-08 10:50:51,672: INFO: common: created directory at: artifacts]
[2026-01-08 12:01:07,533: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-08 12:01:07,537: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-08 12:01:07,542: INFO: common: created directory at: artifacts]
[2026-01-08 12:02:52,544: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-08 12:02:52,547: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-08 12:02:52,550: INFO: common: created directory at: artifacts]
[2026-01-08 12:02:52,550: INFO: common: created directory at: artifacts\training]
[2026-01-08 12:42:47,203: INFO: main: >>>>>> stage Data Ingestion stage started <<<<<<]
[2026-01-08 12:42:47,208: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-08 12:42:47,215: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-08 12:42:47,215: INFO: common: created directory at: artifacts]
[2026-01-08 12:42:47,217: INFO: common: created directory at: artifacts/data_ingestion]
[2026-01-08 12:42:47,218: INFO: data_ingestion: Downloading data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2026-01-08 12:42:58,371: INFO: data_ingestion: Downloaded data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2026-01-08 12:43:00,334: INFO: main: >>>>>> stage Data Ingestion stage completed <<<<<<

x==========x]
[2026-01-08 12:43:00,334: INFO: main: *******************]
[2026-01-08 12:43:00,334: INFO: main: >>>>>> stage Prepare base model started <<<<<<]
[2026-01-08 12:43:00,340: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-08 12:43:00,353: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-08 12:43:00,356: INFO: common: created directory at: artifacts]
[2026-01-08 12:43:00,358: INFO: common: created directory at: artifacts/prepare_base_model]
[2026-01-08 12:43:03,418: INFO: main: >>>>>> stage Prepare base model completed <<<<<<

x==========x]
[2026-01-08 12:43:03,418: INFO: main: *******************]
[2026-01-08 12:43:03,421: INFO: main: >>>>>> stage Training started <<<<<<]
[2026-01-08 12:43:03,428: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-08 12:43:03,436: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-08 12:43:03,440: INFO: common: created directory at: artifacts]
[2026-01-08 12:43:03,445: INFO: common: created directory at: artifacts\training]
[2026-01-08 12:45:01,389: INFO: main: >>>>>> stage Training completed <<<<<<

x==========x]
[2026-01-12 12:41:15,747: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/repos/Viveksasane/Deep_Learning "HTTP/1.1 200 OK"]
[2026-01-12 12:41:15,771: INFO: helpers: Initialized MLflow to track repo "Viveksasane/Deep_Learning"]
[2026-01-12 12:41:15,774: INFO: helpers: Repository Viveksasane/Deep_Learning initialized!]
[2026-01-12 12:57:55,635: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-12 12:57:55,647: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-12 12:57:55,653: INFO: common: created directory at: artifacts]
[2026-01-12 12:58:24,518: INFO: common: json file saved at: scores.json]
[2026-01-12 13:18:11,521: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-12 13:18:11,538: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-12 13:18:11,546: INFO: common: created directory at: artifacts]
[2026-01-12 13:18:42,216: INFO: common: json file saved at: scores.json]
[2026-01-12 13:19:34,899: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-12 13:19:34,907: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-12 13:19:34,913: INFO: common: created directory at: artifacts]
[2026-01-12 13:20:05,342: INFO: common: json file saved at: scores.json]
[2026-01-13 12:34:27,061: INFO: main: >>>>>> stage Data Ingestion stage started <<<<<<]
[2026-01-13 12:34:27,073: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-13 12:34:27,118: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-13 12:34:27,165: INFO: common: created directory at: artifacts]
[2026-01-13 12:34:27,186: INFO: common: created directory at: artifacts/data_ingestion]
[2026-01-13 12:34:27,200: INFO: data_ingestion: Downloading data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2026-01-13 12:34:38,279: INFO: data_ingestion: Downloaded data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2026-01-13 12:34:39,117: INFO: main: >>>>>> stage Data Ingestion stage completed <<<<<<

x==========x]
[2026-01-13 12:34:39,119: INFO: main: *******************]
[2026-01-13 12:34:39,120: INFO: main: >>>>>> stage Prepare base model started <<<<<<]
[2026-01-13 12:34:39,120: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-13 12:34:39,124: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-13 12:34:39,126: INFO: common: created directory at: artifacts]
[2026-01-13 12:34:39,126: INFO: common: created directory at: artifacts/prepare_base_model]
[2026-01-13 12:34:40,727: INFO: main: >>>>>> stage Prepare base model completed <<<<<<

x==========x]
[2026-01-13 12:34:40,727: INFO: main: *******************]
[2026-01-13 12:34:40,729: INFO: main: >>>>>> stage Training started <<<<<<]
[2026-01-13 12:34:40,733: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-13 12:34:40,736: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-13 12:34:40,738: INFO: common: created directory at: artifacts]
[2026-01-13 12:34:40,743: INFO: common: created directory at: artifacts\training]
[2026-01-13 12:35:58,370: INFO: main: >>>>>> stage Training completed <<<<<<

x==========x]
[2026-01-13 12:35:58,370: INFO: main: *******************]
[2026-01-13 12:35:58,372: INFO: main: >>>>>> stage Evaluation started <<<<<<]
[2026-01-13 12:35:58,373: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-13 12:35:58,376: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-13 12:35:58,376: INFO: common: created directory at: artifacts]
[2026-01-13 12:36:21,566: INFO: common: json file saved at: scores.json]
[2026-01-13 12:36:24,334: ERROR: main: [Errno 22] Invalid argument: 'artifacts/training/model.keras']
Traceback (most recent call last):
  File "D:\AI_project\Deep_Learning\main.py", line 47, in <module>
    model_evalution.main()
  File "D:\AI_project\Deep_Learning\src\cnnClassifier\pipeline\stage_04.py", line 20, in main
    evaluation.log_into_mlflow()
  File "D:\AI_project\Deep_Learning\src\cnnClassifier\components\model_evaluate.py", line 83, in log_into_mlflow
    self.model.save(model_path)
  File "C:\Users\Vivek\anaconda3\envs\myenv\lib\site-packages\keras\src\utils\traceback_utils.py", line 122, in error_handler
    raise e.with_traceback(filtered_tb) from None
  File "C:\Users\Vivek\anaconda3\envs\myenv\lib\site-packages\keras\src\saving\saving_lib.py", line 141, in save_model
    with open(filepath, "wb") as f:
OSError: [Errno 22] Invalid argument: 'artifacts/training/model.keras'
[2026-01-13 12:47:30,581: INFO: main: >>>>>> stage Data Ingestion stage started <<<<<<]
[2026-01-13 12:47:30,596: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-13 12:47:30,596: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-13 12:47:30,601: INFO: common: created directory at: artifacts]
[2026-01-13 12:47:30,601: INFO: common: created directory at: artifacts/data_ingestion]
[2026-01-13 12:47:30,604: INFO: data_ingestion: Downloading data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2026-01-13 12:47:41,306: INFO: data_ingestion: Downloaded data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2026-01-13 12:47:42,139: INFO: main: >>>>>> stage Data Ingestion stage completed <<<<<<

x==========x]
[2026-01-13 12:47:42,139: INFO: main: *******************]
[2026-01-13 12:47:42,139: INFO: main: >>>>>> stage Prepare base model started <<<<<<]
[2026-01-13 12:47:42,146: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-13 12:47:42,146: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-13 12:47:42,146: INFO: common: created directory at: artifacts]
[2026-01-13 12:47:42,152: INFO: common: created directory at: artifacts/prepare_base_model]
[2026-01-13 12:47:43,724: INFO: main: >>>>>> stage Prepare base model completed <<<<<<

x==========x]
[2026-01-13 12:47:43,726: INFO: main: *******************]
[2026-01-13 12:47:43,727: INFO: main: >>>>>> stage Training started <<<<<<]
[2026-01-13 12:47:43,728: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-13 12:47:43,732: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-13 12:47:43,732: INFO: common: created directory at: artifacts]
[2026-01-13 12:47:43,734: INFO: common: created directory at: artifacts\training]
[2026-01-13 12:49:27,051: INFO: main: >>>>>> stage Training completed <<<<<<

x==========x]
[2026-01-13 12:49:27,053: INFO: main: *******************]
[2026-01-13 12:49:27,053: INFO: main: >>>>>> stage Evaluation started <<<<<<]
[2026-01-13 12:49:27,064: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-13 12:49:27,073: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-13 12:49:27,077: INFO: common: created directory at: artifacts]
[2026-01-13 12:49:53,875: INFO: common: json file saved at: scores.json]
[2026-01-13 12:50:34,853: INFO: main: >>>>>> stage Evaluation completed <<<<<<

x==========x]
[2026-01-13 12:51:11,388: INFO: main: >>>>>> stage Data Ingestion stage started <<<<<<]
[2026-01-13 12:51:11,392: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-13 12:51:11,393: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-13 12:51:11,395: INFO: common: created directory at: artifacts]
[2026-01-13 12:51:11,396: INFO: common: created directory at: artifacts/data_ingestion]
[2026-01-13 12:51:11,396: INFO: data_ingestion: Downloading data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2026-01-13 12:51:19,936: INFO: data_ingestion: Downloaded data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2026-01-13 12:51:20,676: INFO: main: >>>>>> stage Data Ingestion stage completed <<<<<<

x==========x]
[2026-01-13 12:51:20,676: INFO: main: *******************]
[2026-01-13 12:51:20,679: INFO: main: >>>>>> stage Prepare base model started <<<<<<]
[2026-01-13 12:51:20,680: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-13 12:51:20,682: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-13 12:51:20,682: INFO: common: created directory at: artifacts]
[2026-01-13 12:51:20,682: INFO: common: created directory at: artifacts/prepare_base_model]
[2026-01-13 12:51:21,966: INFO: main: >>>>>> stage Prepare base model completed <<<<<<

x==========x]
[2026-01-13 12:51:21,966: INFO: main: *******************]
[2026-01-13 12:51:21,966: INFO: main: >>>>>> stage Training started <<<<<<]
[2026-01-13 12:51:21,972: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-13 12:51:21,977: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-13 12:51:21,977: INFO: common: created directory at: artifacts]
[2026-01-13 12:51:21,980: INFO: common: created directory at: artifacts\training]
[2026-01-13 12:52:56,449: INFO: main: >>>>>> stage Training completed <<<<<<

x==========x]
[2026-01-13 12:52:56,451: INFO: main: *******************]
[2026-01-13 12:52:56,452: INFO: main: >>>>>> stage Evaluation started <<<<<<]
[2026-01-13 12:52:56,462: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-13 12:52:56,467: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-13 12:52:56,467: INFO: common: created directory at: artifacts]
[2026-01-13 12:53:21,865: INFO: common: json file saved at: scores.json]
[2026-01-13 12:53:57,167: INFO: main: >>>>>> stage Evaluation completed <<<<<<

x==========x]
[2026-01-13 12:56:52,263: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-13 12:56:52,271: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-13 12:56:52,276: INFO: common: created directory at: artifacts]
[2026-01-13 12:57:25,862: INFO: common: json file saved at: scores.json]
[2026-01-13 12:58:19,271: INFO: main: >>>>>> stage Data Ingestion stage started <<<<<<]
[2026-01-13 12:58:19,287: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-13 12:58:19,295: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-13 12:58:19,299: INFO: common: created directory at: artifacts]
[2026-01-13 12:58:19,303: INFO: common: created directory at: artifacts/data_ingestion]
[2026-01-13 12:58:19,308: INFO: data_ingestion: Downloading data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2026-01-13 12:58:28,528: INFO: data_ingestion: Downloaded data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2026-01-13 12:58:31,064: INFO: main: >>>>>> stage Data Ingestion stage completed <<<<<<

x==========x]
[2026-01-13 12:58:31,067: INFO: main: *******************]
[2026-01-13 12:58:31,069: INFO: main: >>>>>> stage Prepare base model started <<<<<<]
[2026-01-13 12:58:31,077: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-13 12:58:31,085: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-13 12:58:31,092: INFO: common: created directory at: artifacts]
[2026-01-13 12:58:31,108: INFO: common: created directory at: artifacts/prepare_base_model]
[2026-01-13 12:58:34,310: INFO: main: >>>>>> stage Prepare base model completed <<<<<<

x==========x]
[2026-01-13 12:58:34,310: INFO: main: *******************]
[2026-01-13 12:58:34,311: INFO: main: >>>>>> stage Training started <<<<<<]
[2026-01-13 12:58:34,319: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-13 12:58:34,325: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-13 12:58:34,329: INFO: common: created directory at: artifacts]
[2026-01-13 12:58:34,331: INFO: common: created directory at: artifacts\training]
[2026-01-13 13:01:05,277: INFO: main: >>>>>> stage Training completed <<<<<<

x==========x]
[2026-01-13 13:01:05,284: INFO: main: *******************]
[2026-01-13 13:01:05,284: INFO: main: >>>>>> stage Evaluation started <<<<<<]
[2026-01-13 13:01:05,313: INFO: common: yaml file: config\config.yaml loaded successfully]
[2026-01-13 13:01:05,344: INFO: common: yaml file: params.yaml loaded successfully]
[2026-01-13 13:01:05,352: INFO: common: created directory at: artifacts]
[2026-01-13 13:01:56,915: INFO: common: json file saved at: scores.json]
[2026-01-13 13:02:42,509: INFO: main: >>>>>> stage Evaluation completed <<<<<<

x==========x]
[2026-01-13 13:33:24,932: INFO: _internal: [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000]
[2026-01-13 13:33:24,933: INFO: _internal: [33mPress CTRL+C to quit[0m]
[2026-01-13 13:33:24,937: INFO: _internal:  * Restarting with stat]
[2026-01-13 13:33:36,849: WARNING: _internal:  * Debugger is active!]
[2026-01-13 13:33:36,864: INFO: _internal:  * Debugger PIN: 395-669-885]
[2026-01-13 13:33:50,780: INFO: _internal: 127.0.0.1 - - [13/Jan/2026 13:33:50] "GET / HTTP/1.1" 200 -]
[2026-01-13 13:37:51,088: INFO: _internal: 127.0.0.1 - - [13/Jan/2026 13:37:51] "POST /predict HTTP/1.1" 200 -]
[2026-01-14 12:15:41,782: INFO: _internal: [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000]
[2026-01-14 12:15:41,782: INFO: _internal: [33mPress CTRL+C to quit[0m]
[2026-01-14 12:15:41,790: INFO: _internal:  * Restarting with stat]
[2026-01-14 12:15:58,650: WARNING: _internal:  * Debugger is active!]
[2026-01-14 12:15:58,690: INFO: _internal:  * Debugger PIN: 395-669-885]
[2026-01-14 12:17:04,223: INFO: _internal: 127.0.0.1 - - [14/Jan/2026 12:17:04] "GET / HTTP/1.1" 200 -]
[2026-01-14 12:17:47,252: INFO: _internal: 127.0.0.1 - - [14/Jan/2026 12:17:47] "POST /predict HTTP/1.1" 200 -]
[2026-01-14 12:17:58,261: INFO: _internal: 127.0.0.1 - - [14/Jan/2026 12:17:58] "POST /predict HTTP/1.1" 200 -]
[2026-01-14 12:18:15,144: INFO: _internal: 127.0.0.1 - - [14/Jan/2026 12:18:15] "POST /predict HTTP/1.1" 200 -]
[2026-01-14 12:18:33,225: INFO: _internal: 127.0.0.1 - - [14/Jan/2026 12:18:33] "POST /predict HTTP/1.1" 200 -]
[2026-01-14 12:19:04,096: WARNING: polymorphic_function: 5 out of the last 5 calls to <function TensorFlowTrainer.make_predict_function.<locals>.one_step_on_data_distributed at 0x000002A468931A20> triggered tf.function retracing. Tracing is expensive and the excessive number of tracings could be due to (1) creating @tf.function repeatedly in a loop, (2) passing tensors with different shapes, (3) passing Python objects instead of tensors. For (1), please define your @tf.function outside of the loop. For (2), @tf.function has reduce_retracing=True option that can avoid unnecessary retracing. For (3), please refer to https://www.tensorflow.org/guide/function#controlling_retracing and https://www.tensorflow.org/api_docs/python/tf/function for  more details.]
[2026-01-14 12:19:04,702: INFO: _internal: 127.0.0.1 - - [14/Jan/2026 12:19:04] "POST /predict HTTP/1.1" 200 -]
[2026-01-14 12:19:39,678: WARNING: polymorphic_function: 6 out of the last 6 calls to <function TensorFlowTrainer.make_predict_function.<locals>.one_step_on_data_distributed at 0x000002A468D0EB90> triggered tf.function retracing. Tracing is expensive and the excessive number of tracings could be due to (1) creating @tf.function repeatedly in a loop, (2) passing tensors with different shapes, (3) passing Python objects instead of tensors. For (1), please define your @tf.function outside of the loop. For (2), @tf.function has reduce_retracing=True option that can avoid unnecessary retracing. For (3), please refer to https://www.tensorflow.org/guide/function#controlling_retracing and https://www.tensorflow.org/api_docs/python/tf/function for  more details.]
